OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,LotConfig,BldgType,LotArea,OverallCond,2ndFlrSF,BedroomAbvGr,Fireplaces,EnclosedPorch,OpenPorchSF,WoodDeckSF,HalfBath,SalePrice
2,1920,1950,290,438,438,1,3,1,246,1,5,8400,5,0,1,0,0,0,0,0,60000
5,1971,1971,950,950,950,1,5,1,280,1,5,9758,5,0,3,0,0,0,0,0,119500
5,1960,2002,1010,1134,1134,1,6,1,254,1,5,7000,7,0,2,0,0,16,0,0,135000
6,1959,1959,655,1194,1194,1,6,2,539,2,5,8910,6,0,3,1,192,0,0,0,159500
5,1970,1970,630,630,1302,2,6,2,440,1,4,2016,5,672,3,0,0,0,0,1,106000
8,1994,1995,1463,1500,2622,2,9,2,712,2,5,12256,5,1122,3,2,0,32,186,1,325000
7,1990,1991,910,1442,1442,2,6,2,719,2,5,10357,5,0,3,1,0,244,0,0,179900
7,2006,2006,868,887,2021,2,9,2,422,5,5,23257,5,1134,3,1,0,100,0,1,274725
6,2000,2000,924,948,1690,2,7,2,463,1,5,8063,5,742,3,1,0,48,100,1,181000
8,2004,2005,1836,1836,1836,2,7,3,862,1,5,11362,5,0,3,1,0,185,125,0,280000
6,1995,1996,773,773,1658,2,8,2,431,1,5,8000,5,885,3,1,0,84,224,1,188000
7,1976,1976,803,1098,1964,2,8,2,483,1,5,10480,6,866,4,1,0,69,0,1,205000
5,1957,1957,816,816,816,1,5,1,308,2,5,7100,7,0,2,0,0,0,0,0,129900
5,1953,2006,1008,1008,1008,1,6,1,240,1,5,8923,7,0,2,0,0,18,0,0,134500
5,1954,2000,833,833,833,1,4,1,326,1,5,5400,7,0,2,0,0,0,0,0,117000
8,2007,2007,1734,1734,1734,2,7,3,928,1,5,12085,5,0,3,1,0,0,0,0,318000
8,2002,2002,408,779,1419,2,7,2,527,1,5,7750,5,640,3,1,0,0,120,1,184100
5,1967,2003,894,894,894,1,5,2,450,3,5,9764,7,0,3,0,0,0,0,0,130000
5,1958,1987,533,1021,1601,1,6,1,300,1,5,13825,6,580,3,0,0,34,280,0,140000
5,1959,1959,1040,1040,1040,1,6,1,286,1,5,7560,5,0,3,0,252,0,140,0,133700
6,1920,1950,1012,1012,1012,1,6,1,308,1,5,8263,5,0,2,1,112,22,0,0,118400
7,2005,2006,1552,1552,1552,2,7,3,782,1,5,10084,5,0,3,0,0,20,144,0,212900
4,1956,1956,672,960,960,1,5,1,288,2,5,8926,3,0,3,0,0,0,64,0,112000
5,1947,2008,698,698,698,1,4,0,0,1,5,9405,9,0,2,0,0,200,0,0,118000
7,1992,1992,384,812,1482,2,7,2,392,1,5,9125,5,670,3,1,0,25,100,1,163900
4,1955,1955,1005,1005,1005,1,5,2,672,1,5,10434,5,0,2,1,0,0,0,0,115000
7,2007,2007,1373,1555,1555,2,7,3,660,1,4,3684,5,0,2,1,0,20,143,0,174000
7,2004,2004,1530,1530,1530,2,7,3,630,2,5,14572,5,0,3,1,0,36,144,0,259000
7,2004,2005,847,847,1959,2,8,2,434,1,5,11796,5,1112,4,1,0,48,100,1,215000
5,1980,1980,936,936,936,1,4,2,672,1,2,7200,5,0,2,0,0,0,49,0,140000
4,1928,1950,1122,1328,1981,2,7,2,576,1,5,7804,3,653,4,2,0,44,431,0,135000
5,1991,1992,974,974,974,1,5,0,0,1,5,10712,5,0,3,0,0,28,0,0,93500
6,1880,1950,1008,1178,2210,2,8,1,205,1,5,9900,4,1032,5,0,0,48,0,0,117500
8,1995,1995,1128,1142,2020,2,8,2,466,1,5,9828,5,878,3,1,0,155,0,1,239500
6,1997,1997,916,916,1600,2,7,2,460,1,5,8773,5,684,3,1,0,38,100,1,169000
6,1926,1950,960,986,986,1,5,1,180,2,5,6180,5,0,2,1,0,128,0,0,102000
6,1950,1950,1032,1032,1252,1,6,1,288,1,5,9600,5,220,3,0,96,0,0,0,119000
5,1875,1996,780,780,1020,1,6,0,0,1,5,6342,8,240,2,0,176,0,0,0,94000
6,1977,1977,1567,1567,1567,2,5,2,714,1,5,9819,5,0,2,2,0,32,264,0,196000
5,1920,1950,915,1167,1167,1,6,2,495,1,5,8731,5,0,3,1,216,0,0,0,144000
5,1951,1951,952,952,952,1,4,2,840,2,5,7350,7,0,2,0,0,0,0,0,139000
5,1976,1976,780,1088,1868,2,9,2,484,5,5,10304,7,780,4,1,0,96,448,1,197500
8,2006,2007,1466,1466,2828,3,11,3,1052,1,5,9965,5,1362,4,1,0,144,125,0,424870
5,1959,1959,1006,1006,1006,1,5,0,0,1,5,9000,3,0,3,0,0,24,0,0,80000
4,1941,1950,672,672,924,1,5,1,280,1,1,12180,4,252,2,0,0,0,0,0,80000
5,1928,1950,1042,1042,1576,1,8,1,225,1,5,6240,6,534,3,1,0,0,0,0,149000
6,1985,1985,1298,1298,1298,2,5,2,403,1,5,11200,5,0,3,1,0,26,165,0,180000
7,1941,1950,704,860,1564,1,7,1,234,1,5,12000,7,704,3,1,0,0,0,1,174500
7,1926,1950,572,572,1111,1,5,1,288,1,5,5700,7,539,2,1,176,0,0,0,116900
7,1920,1988,650,832,1482,1,7,2,324,1,5,9000,9,650,3,0,0,0,0,0,143000
6,1950,1950,932,932,932,1,4,1,306,1,5,8280,5,0,2,1,214,0,0,0,124000
5,1959,1959,1466,1466,1466,1,6,2,528,1,5,17755,4,0,3,2,0,140,0,1,149900
6,1956,2004,1073,1811,1811,1,6,2,470,1,5,14115,7,0,2,1,280,0,0,0,230000
6,1930,2007,816,816,816,1,5,1,432,2,5,5890,8,0,2,0,96,0,0,0,120500
7,1965,1988,864,902,1820,1,8,2,492,1,5,13700,6,918,4,2,0,84,60,2,201800
5,1976,2004,1437,1437,1437,2,6,2,528,2,5,10768,8,0,3,1,0,21,0,0,218000
5,1965,1999,1219,1265,1265,2,6,2,502,1,5,9350,8,0,3,1,0,92,0,0,179900
7,2007,2008,1314,1314,1314,2,6,2,626,1,3,5001,5,0,2,1,0,62,172,0,230000
8,2007,2008,1580,1580,1580,2,7,3,830,3,5,11932,5,0,3,0,0,24,0,0,235128
6,1974,1974,901,943,1876,2,8,2,540,1,5,9120,6,933,4,1,0,69,0,1,185000
6,1978,1978,855,855,1456,2,7,2,440,1,3,2280,5,601,3,1,0,0,26,1,146000
6,1954,2006,1296,1640,1640,1,7,2,924,5,5,14778,7,0,3,1,0,0,108,0,224000
5,1968,1968,894,894,894,1,5,2,450,1,5,8724,5,0,3,1,0,0,0,0,129000
4,1969,1969,1198,1258,1258,0,6,2,400,1,2,12900,4,0,0,0,0,0,120,2,108959
5,1978,1978,1360,1432,1432,1,5,2,588,3,5,16157,7,0,2,1,0,180,168,1,194000
7,2009,2009,1502,1502,1502,2,7,2,644,1,5,9541,5,0,3,0,0,114,0,0,233170
8,2008,2008,1694,1694,1694,2,7,3,776,2,5,10475,5,0,3,0,0,33,160,0,245350
6,2000,2000,959,959,1671,2,7,2,472,1,5,10852,5,712,3,1,0,38,0,1,173000
6,1935,1986,1127,1236,2108,2,7,2,540,2,5,13728,7,872,4,2,0,0,0,0,235000
10,1995,1996,1930,1831,3627,3,10,3,807,5,5,35760,5,1796,4,1,0,76,361,1,625000
6,1977,1977,1096,1118,1118,1,6,1,358,1,5,9880,6,0,3,1,0,0,203,0,171000
6,1958,1958,1261,1261,1261,1,6,2,433,1,5,9120,6,0,3,1,0,0,0,0,163000
7,2006,2007,625,625,1250,2,5,2,625,1,4,4017,5,625,2,0,0,54,0,1,171900
5,1946,1994,1598,1636,3086,3,12,0,0,1,5,18030,6,971,3,1,0,0,122,0,200500
6,1932,1950,952,1170,2345,2,9,2,360,1,5,16560,8,1175,4,1,0,0,0,1,239000
8,1992,2000,1683,2129,2872,2,9,2,541,1,5,10678,5,743,4,1,0,33,0,1,285000
5,1984,1985,876,923,923,1,5,1,264,5,5,6951,5,0,3,0,0,0,362,0,119500
6,1926,2004,818,818,1224,1,5,1,210,1,5,3950,8,406,3,0,116,0,0,0,115000
5,1921,1950,731,820,1343,1,7,1,186,3,5,7681,6,523,3,1,102,0,192,1,154900
5,1954,1954,0,1124,1124,1,5,0,0,2,5,8335,5,0,3,1,190,36,0,0,93000
7,1990,1991,1216,1298,2514,2,8,2,693,2,5,11170,5,1216,4,0,0,0,0,1,250000
8,2008,2008,1600,1652,1652,2,5,2,482,1,4,5587,5,0,2,1,0,53,162,0,392500
10,1996,1996,2396,2411,4476,3,10,3,813,2,5,15623,5,2065,4,2,0,78,171,1,745000
5,1920,1950,1120,1130,1130,1,5,2,720,1,5,10800,6,0,2,1,0,0,229,0,120000
5,1963,1963,1572,1572,1572,1,5,3,995,1,5,35133,4,0,3,2,0,263,0,1,186700
5,1924,1950,784,949,1221,1,7,1,392,1,5,9738,7,272,4,0,236,0,0,0,104900
3,1900,1970,978,1014,1699,2,7,2,420,2,1,10615,5,685,3,0,0,74,0,0,95000
8,1994,1995,1624,1624,1624,2,5,3,757,2,5,12461,5,0,2,1,192,114,0,0,262000
7,2002,2002,831,831,1660,2,7,2,493,1,5,8935,5,829,3,0,0,68,144,1,195000
7,1999,1999,994,1028,1804,2,7,2,442,1,5,7500,5,776,3,1,0,60,140,1,189000
4,1961,1975,1249,1622,1622,1,7,4,1356,1,1,32463,4,0,3,1,0,0,439,0,168000
8,1999,2000,776,764,1441,2,5,2,492,1,3,2645,5,677,2,0,0,0,206,1,174000
5,1925,1994,702,842,1472,1,6,1,250,1,5,9600,8,630,3,0,84,0,0,0,125000
6,1999,1999,1224,1224,1224,2,5,2,402,3,4,4500,5,0,2,0,0,304,0,0,165000
6,1969,1969,663,663,1352,1,7,1,299,2,5,9364,7,689,4,0,0,36,379,1,158000
6,2005,2005,728,728,1456,2,8,2,400,1,5,8029,5,728,3,0,0,24,100,1,176000
7,2006,2006,879,879,1863,2,9,3,660,1,5,14054,5,984,4,1,0,17,100,1,219210
7,1916,1950,815,815,1690,1,7,1,225,2,5,8850,6,875,3,1,330,0,0,0,144000
7,2001,2001,1212,1212,1212,2,6,2,573,1,5,9100,5,0,3,0,0,0,356,0,178000
4,1963,1979,1051,1382,1382,1,6,2,459,1,5,11235,5,0,3,1,0,82,0,1,148000
4,1970,1970,864,864,864,1,5,1,280,1,5,9353,5,0,3,0,0,0,0,0,116050
7,1998,1998,866,866,1779,2,6,2,546,2,5,10400,5,913,3,0,0,36,198,1,197900
5,1925,1997,884,884,1348,1,5,1,216,2,5,6000,8,464,3,1,208,0,0,0,117000
7,2000,2001,1630,1630,1630,2,6,2,451,1,5,9750,5,0,3,1,0,234,74,0,213000
5,1975,1975,1056,1074,1074,1,6,2,495,1,5,10140,6,0,3,0,0,88,0,1,153500
7,1990,1991,2158,2196,2196,2,7,3,701,5,5,14684,7,0,3,1,0,70,84,0,271900
4,1966,1966,1056,1056,1056,1,5,1,384,1,5,8900,4,0,2,0,0,42,0,0,107000
6,2003,2003,1682,1700,1700,2,7,2,544,1,5,9135,5,0,3,0,0,23,192,0,200000
5,1962,1980,931,1283,1283,1,6,2,506,1,5,7763,7,0,3,0,0,0,0,0,140000
8,2006,2006,1660,1660,1660,2,8,2,500,5,5,10182,5,0,3,1,0,50,322,0,290000
6,1992,1992,1055,1055,1845,2,8,2,462,1,5,11218,5,790,3,1,0,104,635,1,189000
8,1988,2005,559,1080,1752,2,8,2,492,1,5,12134,7,672,4,0,0,12,325,0,164000
4,1941,1950,672,672,672,1,4,1,234,1,5,9340,6,0,2,0,0,113,0,0,113000
4,1965,2001,648,960,960,0,3,1,364,5,5,10246,9,0,0,0,0,0,88,0,145000
5,1962,1962,925,999,999,1,6,1,300,1,5,10205,5,0,3,0,0,72,150,0,134500
5,1966,1966,894,894,894,1,5,1,384,1,5,7094,5,0,3,0,0,0,0,0,125000
6,1978,1978,0,1318,1902,2,8,2,539,1,2,8930,5,584,4,0,0,0,0,0,112000
8,2009,2009,1300,1314,1314,2,6,2,552,1,5,8640,5,0,3,0,0,112,135,0,229456
4,1947,1950,0,672,912,1,3,0,0,1,5,6240,5,240,2,0,0,0,0,0,80500
6,1971,1971,672,672,1218,1,7,0,0,1,3,1680,5,546,3,0,0,0,201,1,91500
5,1964,1964,912,912,912,1,5,1,288,1,5,7800,5,0,2,0,0,0,0,0,115000
5,1968,1968,952,1211,1211,1,5,1,322,1,5,8250,5,0,3,1,0,63,0,0,134000
6,1949,1950,1040,1168,1846,2,7,1,315,1,5,10496,6,678,3,1,0,0,0,0,143000
5,1951,1951,2136,2136,2136,2,7,2,528,1,5,10680,3,0,4,0,0,30,0,0,137900
7,2004,2005,788,788,1490,2,8,2,388,1,5,15384,5,702,3,1,0,75,100,1,184000
6,1958,1958,588,1138,1138,1,6,1,264,1,5,10482,8,0,3,0,0,0,224,0,145000
6,2007,2007,894,894,1933,2,9,3,668,5,5,14598,5,1039,4,1,0,18,100,1,214000
5,1965,2008,912,912,912,1,5,2,576,2,5,8872,8,0,2,0,0,240,0,0,147000
9,2008,2008,1702,1702,1702,1,7,3,1052,2,4,8769,5,0,1,1,0,72,0,1,367294
5,1960,1960,1075,1507,1507,2,7,1,404,1,5,7910,5,0,4,0,0,0,0,0,127000
5,1977,1977,1361,1361,2620,2,12,2,600,1,2,18890,5,1259,4,1,145,24,155,2,190000
5,1962,1962,1106,1190,1190,1,6,2,540,1,2,7728,6,0,3,0,0,18,0,0,132500
4,1962,1962,0,1224,1224,2,6,2,462,3,2,9842,5,0,2,0,0,0,0,0,101800
5,1959,1959,1188,1188,1188,1,6,2,531,1,5,12160,5,0,3,0,0,0,0,0,142000
5,1911,1950,940,1024,1964,1,7,0,0,1,5,8525,6,940,4,0,0,192,0,1,130000
5,1914,1950,747,892,1784,1,9,1,180,1,5,13132,5,892,4,0,0,40,203,1,138887
7,2003,2003,764,764,1626,2,6,2,474,1,3,2628,5,862,2,0,0,27,0,1,175500
7,2004,2005,847,847,1948,2,8,2,434,3,5,12393,5,1101,4,1,0,48,100,1,195000
6,2005,2005,1141,1141,1141,1,6,2,484,1,5,13072,5,0,3,0,0,0,0,1,142500
8,2006,2006,1476,1484,1484,2,6,2,472,1,5,9037,5,0,2,1,0,33,120,0,265900
7,2003,2003,884,884,1768,2,8,2,543,1,5,8158,5,884,3,0,0,63,0,1,224900
7,2007,2007,1689,1689,1689,2,7,3,954,1,5,9849,6,0,3,0,0,56,0,0,248328
7,1974,1974,1053,1173,1173,2,6,2,528,1,5,10625,6,0,3,2,0,120,0,0,170000
10,2006,2006,2076,2076,2076,2,7,3,850,1,5,13891,5,0,2,1,0,229,216,1,465000
8,1929,1950,792,792,1517,1,7,2,400,2,5,11435,7,725,3,2,0,0,0,0,230000
6,1984,2003,585,1140,1868,3,7,2,477,1,5,12090,7,728,3,1,0,112,268,1,178000
7,2005,2006,756,756,1553,2,6,2,615,1,5,8125,5,797,3,0,0,45,0,1,186500
6,1976,1976,1012,1034,1034,1,6,3,888,1,5,12328,5,0,3,0,0,0,0,0,169900
6,1917,1950,735,1134,2058,1,8,2,396,1,5,9600,5,924,3,1,259,0,0,1,129500
5,1950,1950,876,988,988,1,6,1,276,1,5,7200,7,0,3,0,0,80,0,0,119000
7,1968,1968,2110,2110,2110,2,8,2,522,2,5,11160,5,0,3,2,0,0,0,1,244000
7,2003,2003,1405,1405,1405,2,6,2,478,2,4,3136,5,0,2,1,0,36,148,0,171750
5,1968,1968,864,874,874,1,5,1,288,1,5,9858,6,0,3,0,0,0,33,0,130000
7,1974,2003,1192,1516,2167,2,9,2,518,1,5,17542,7,651,3,2,0,47,220,1,294000
7,2003,2004,746,760,1656,2,7,2,397,1,5,6931,5,896,3,1,0,128,178,1,165400
6,1931,1950,884,959,1367,1,6,1,560,1,5,6240,6,408,3,1,0,0,0,0,127500
8,1994,1994,1986,1987,1987,2,7,2,691,2,5,14303,5,0,2,1,0,36,262,0,301500
5,1922,1950,864,864,864,1,4,0,0,2,5,4060,8,0,2,0,0,96,0,0,99900
7,2005,2005,856,1166,1166,2,5,2,400,1,5,9587,5,0,2,0,0,0,212,0,190000
6,1969,1969,1054,1054,1054,1,6,2,460,3,5,9750,8,0,3,0,0,0,180,1,151000
6,1999,1999,841,892,1675,2,7,2,502,5,5,24682,5,783,3,1,0,103,0,1,181000
5,1956,1956,1050,1050,1050,1,5,1,338,1,5,9600,6,0,2,0,0,0,0,0,128900
4,1957,1989,1104,1104,1788,1,8,1,304,1,5,11250,5,684,5,2,0,0,120,0,161500
6,1919,1950,764,1060,1824,1,8,2,520,1,5,13515,6,764,3,1,126,0,0,0,180500
6,1998,1999,1405,1337,1337,2,5,2,511,1,4,4060,5,0,2,0,0,68,144,0,181000
7,1999,1999,691,713,1452,2,6,2,506,4,4,3735,5,739,3,0,0,34,0,1,183900
7,1910,1950,925,964,1889,1,9,1,308,1,1,10120,4,925,4,1,264,0,0,1,122000
9,2008,2009,2002,2018,2018,2,10,3,746,1,5,13214,5,0,3,1,0,76,144,0,378500
8,1935,1997,728,1968,3447,3,11,3,1014,1,5,14100,9,1479,4,2,0,12,314,1,381000
5,1958,1958,874,874,1524,1,7,1,315,1,5,11344,5,650,3,0,0,0,0,1,144000
7,1979,1979,1332,1332,1524,0,4,2,586,1,5,23595,6,192,0,1,0,0,268,1,260000
6,1968,1968,1489,1489,1489,2,7,2,462,1,5,9156,7,0,3,1,0,0,0,0,185750
5,1965,1965,935,935,935,1,5,1,288,5,5,13526,6,0,3,0,0,0,180,0,137000
6,1959,2006,1019,1357,1357,1,5,1,312,2,5,11512,7,0,2,1,0,0,0,0,177000
5,1910,2003,661,661,1250,2,8,2,552,2,5,5362,6,589,3,1,81,0,242,0,139000
5,1948,1950,928,928,1920,2,10,2,400,2,2,11345,5,992,4,0,0,0,0,0,137000
6,1972,1972,723,735,1395,1,6,2,497,5,5,12936,6,660,3,1,0,116,294,1,162000
6,1967,1976,1680,1724,1724,1,7,2,480,5,5,17871,5,0,3,1,0,0,0,1,197900
8,2002,2002,1128,1128,2031,2,7,2,577,1,5,9473,5,903,3,1,0,211,0,1,237000
4,1920,1950,698,698,1128,1,6,2,528,1,5,7500,4,430,2,0,164,0,30,0,68400
7,2002,2002,1573,1573,1573,2,6,2,544,1,5,9808,5,0,3,0,0,72,0,0,227000
7,1990,1990,1309,1339,1339,2,6,2,484,5,5,8049,5,0,2,1,0,58,0,0,180000
5,1977,2008,1040,1040,1040,2,5,2,484,1,5,8800,7,0,3,0,0,0,0,0,150500
6,1971,1971,912,912,1824,2,8,0,0,2,2,9400,5,912,4,0,0,0,128,2,139000
6,1919,1990,804,1699,2447,2,10,1,336,1,5,9638,7,748,4,1,42,0,272,0,169000
6,1939,1950,780,825,1412,1,6,1,280,1,5,6000,6,587,4,1,0,0,45,0,132500
6,1963,1963,1328,1328,1328,1,6,2,528,1,5,9790,5,0,3,2,0,26,0,1,143000
5,1964,1964,1624,1582,1582,2,7,2,390,1,5,36500,5,0,4,0,0,198,168,0,190000
8,2000,2000,1501,1659,1659,2,5,2,499,1,4,5664,5,0,2,1,0,59,212,0,278000
8,2006,2006,1085,1120,1970,2,8,3,753,1,5,11065,5,850,3,1,0,74,177,1,281000
5,1964,1964,1152,1152,1152,1,6,2,484,2,5,14112,7,0,3,1,0,0,227,0,180500
5,1972,1972,630,630,1302,2,6,1,264,1,3,1680,7,672,3,0,0,0,185,1,119500
5,1892,1965,994,1378,2372,2,11,1,432,2,5,6600,4,994,4,0,0,287,0,0,107500
7,1976,1976,832,832,1664,2,8,2,528,1,5,10140,5,832,4,1,0,28,0,1,162900
5,1955,1990,864,864,864,1,5,2,572,1,5,8172,7,0,2,0,0,0,0,0,115000
5,1968,1968,1052,1052,1052,1,5,1,288,1,5,8400,5,0,3,0,0,0,356,1,138500
5,1963,1963,1120,1128,1128,2,6,2,525,1,5,8700,6,0,3,0,123,20,192,0,155000
6,2005,2006,547,1072,1072,2,5,2,525,1,4,3675,5,0,2,0,0,44,0,0,140000
10,2008,2008,6110,4692,5642,2,12,2,1418,2,5,63887,5,950,3,3,0,292,214,1,160000
5,1959,1994,1246,1246,1246,1,6,1,305,1,5,7500,7,0,3,0,0,0,218,1,154000
7,1999,1999,978,1005,1983,2,9,2,490,5,5,10762,5,978,3,1,0,0,0,1,225000
6,1942,1950,771,753,1494,1,7,1,213,1,5,7500,7,741,3,2,0,0,0,0,177500
8,1994,1994,1165,1203,2526,2,8,3,844,1,5,10120,5,1323,4,1,0,78,309,1,290000
7,2005,2005,1616,1616,1616,2,7,3,834,1,5,8688,5,0,3,0,0,59,208,0,232000
7,2004,2004,976,976,1708,2,7,2,380,1,4,3363,5,732,3,0,0,40,0,0,130000
9,2006,2007,1652,1652,1652,2,6,2,840,2,5,13173,5,0,2,2,0,102,404,0,325000
7,2005,2006,1368,1368,1368,2,6,2,474,1,4,6955,5,0,2,1,0,35,132,0,202500
5,1994,1995,990,990,990,1,5,2,480,1,5,8072,5,0,3,0,0,64,0,0,138000
5,1948,2005,924,1122,1122,1,6,2,528,1,5,12000,7,0,2,0,0,36,0,0,147000
6,1991,1991,1278,1294,1294,2,6,2,496,1,5,7153,5,0,3,0,0,51,112,0,179200
7,1959,2002,1902,1902,1902,2,7,2,567,1,5,17500,8,0,3,2,162,207,0,0,335000
7,2005,2007,1274,1274,1274,2,6,2,508,1,5,8814,5,0,3,0,0,98,264,0,203000
8,1990,1990,1453,1453,2810,2,9,2,750,1,5,9572,5,1357,4,1,0,0,500,1,302000
9,1999,1999,1393,1422,2599,2,10,3,779,2,5,14774,5,1177,4,1,0,30,668,1,333168
4,1954,1954,948,948,948,1,5,1,280,1,5,8190,6,0,3,1,0,36,0,0,119000
6,1969,1969,952,1092,2112,2,9,2,576,1,5,11075,5,1020,4,2,0,0,280,1,206900
8,2008,2008,1622,1630,1630,2,8,3,860,1,5,10226,5,0,3,1,0,42,172,0,295493
7,2006,2007,1352,1352,1352,2,5,2,466,2,4,4230,5,0,2,1,0,241,0,0,208900
8,2001,2002,1753,1787,1787,2,7,3,748,5,5,14781,5,0,3,1,0,150,198,0,275000
4,1954,1954,864,948,948,1,5,1,248,1,5,10215,5,0,3,0,0,0,0,0,111000
6,1957,1957,1478,1478,1478,1,6,2,442,1,5,8400,3,0,3,2,0,0,114,1,156500
3,1949,1950,0,720,720,1,4,1,287,2,5,6627,6,0,2,0,0,0,0,0,72500
7,1992,1992,750,1061,1923,2,8,2,564,1,5,10186,5,862,3,1,0,39,240,1,190000
4,1940,1950,420,708,708,1,5,0,0,1,5,5330,7,0,2,0,0,0,164,0,82500
8,2006,2007,1795,1795,1795,2,7,3,895,1,5,9986,5,0,2,1,0,49,0,0,147000
4,1922,1950,796,796,796,1,5,0,0,1,5,3636,4,0,2,0,100,0,0,0,55000
3,1931,2006,544,774,774,1,6,0,0,1,5,4270,6,0,3,0,286,0,0,0,79000
5,1982,2008,816,816,816,1,5,1,264,1,5,6600,9,0,3,1,0,0,0,0,130500
6,1920,1950,1510,1584,2792,2,8,2,520,2,5,10440,7,1208,5,2,0,547,0,0,256000
7,1998,1998,935,955,1632,2,8,2,462,1,5,9084,5,677,3,1,0,28,0,1,176500
8,2006,2006,1588,1588,1588,2,7,3,825,1,5,10000,5,0,3,1,0,45,144,0,227000
5,1976,1976,911,954,954,1,6,2,576,1,5,10780,5,0,3,0,0,0,0,0,132500
4,1938,1958,816,816,816,1,3,1,288,1,5,8877,6,0,2,1,0,0,0,0,100000
5,1938,1995,803,803,1360,1,6,1,297,2,5,7200,6,557,2,0,190,65,0,1,125500
5,1970,1970,765,765,1365,1,7,2,440,1,4,2368,6,600,3,0,0,36,0,1,125000
6,1977,1977,1350,1334,1334,2,6,2,630,1,5,9650,5,0,2,1,0,16,0,0,167900
5,1973,1973,1656,1656,1656,2,8,2,506,1,2,9246,5,0,4,0,0,211,0,0,135000
4,1941,1950,693,693,693,1,4,0,0,2,5,4118,4,0,2,0,0,20,0,0,52500
7,2002,2002,916,920,1861,2,8,2,492,2,5,13450,5,941,3,0,0,91,146,1,200000
5,1972,1972,864,864,864,1,5,1,288,2,5,9560,7,0,3,0,0,0,0,0,128500
4,1971,1971,858,872,872,1,5,4,480,1,5,8294,5,0,3,0,0,0,0,0,123000
6,2003,2004,1114,1114,1114,1,6,2,576,1,5,13695,5,0,3,0,0,78,0,0,155000
8,2002,2002,1284,1284,2169,2,7,2,647,1,5,9375,5,885,3,1,0,87,192,1,228500
6,1928,1950,896,1172,1913,1,9,2,342,1,5,7558,6,741,3,1,0,0,0,1,177000
7,2006,2006,728,728,1456,2,8,2,440,2,5,11103,5,728,3,1,0,0,0,1,155835
4,1920,1950,960,960,960,1,5,1,308,1,5,6000,4,0,2,0,168,0,0,0,108500
7,1968,2003,1568,2156,2156,2,9,2,508,5,5,20781,7,0,3,1,0,80,0,0,262500
8,2006,2007,1732,1776,1776,2,7,3,712,2,5,15306,5,0,3,1,0,0,0,0,283463
7,1998,1998,1482,1494,1494,2,5,2,514,1,5,16196,5,0,3,1,0,25,402,0,215000
8,1872,1987,684,938,2358,2,8,0,0,1,5,5250,5,1215,4,0,20,54,0,0,122000
5,1969,1969,1248,1338,2634,2,12,4,968,1,2,11643,5,1296,6,0,0,0,0,2,200000
6,1962,1962,858,858,1716,1,8,2,490,1,5,9247,6,858,4,1,0,84,0,1,171000
6,1937,2000,698,786,1176,1,4,2,624,1,5,6000,9,390,2,0,0,0,210,0,134900
8,1995,1996,2033,2053,3238,2,9,3,666,5,5,14720,5,1185,4,1,0,86,283,1,410000
7,2000,2000,992,992,1865,2,7,3,839,1,5,10316,5,873,3,1,0,184,0,1,235000
7,1968,1992,570,1222,1920,3,8,2,487,1,5,10192,6,698,4,1,0,98,0,0,170000
5,1966,1966,864,892,892,1,5,1,264,2,5,9477,5,0,3,0,0,0,0,0,110000
5,1971,2008,1078,1078,1078,1,6,2,500,5,5,12537,6,0,3,1,0,0,0,1,149900
6,2000,2000,756,769,1573,2,5,2,440,1,3,2117,5,804,3,0,0,32,0,1,177500
9,2004,2005,1980,1980,1980,2,8,3,770,4,5,16737,5,0,3,1,0,45,194,0,315000
5,1921,1998,612,990,2601,3,8,2,621,1,5,9842,6,1611,4,0,301,0,183,1,189000
7,2005,2005,1530,1530,1530,2,7,2,430,1,5,16158,5,0,3,1,0,36,168,0,260000
4,1920,2007,715,1281,1738,2,7,1,368,3,5,12513,4,457,4,1,0,0,55,0,104900
6,2006,2007,616,616,1412,2,6,2,432,1,5,8499,5,796,3,1,0,36,0,1,156932
7,2005,2005,600,520,1200,2,4,2,480,1,4,3180,5,600,2,0,0,166,0,1,144152
7,2000,2000,814,814,1674,2,7,2,663,1,5,7500,5,860,3,0,0,96,0,1,216000
7,1999,1999,873,882,1790,2,7,2,588,1,5,9179,5,908,3,0,0,88,0,1,193000
5,1977,1977,757,925,1475,2,6,1,336,1,4,2665,6,550,4,1,0,26,104,0,127000
6,2003,2004,848,848,848,1,4,2,420,1,4,4435,5,0,1,0,0,0,140,0,144000
8,2003,2003,1657,1668,1668,2,8,2,502,3,5,10635,5,0,3,1,0,262,0,0,232000
4,1920,1950,840,840,1374,1,6,1,338,2,5,5400,6,534,2,0,198,0,0,0,105000
6,1955,1996,992,1661,1661,1,8,1,377,1,5,9600,6,0,3,1,0,28,0,0,165500
7,1998,1998,1108,1108,2097,2,8,2,583,2,5,9750,6,989,3,1,0,170,253,1,274300
10,2001,2002,2633,2633,2633,2,8,3,804,1,5,11400,5,0,2,2,0,140,314,1,466500
7,2005,2005,1026,1026,1958,2,9,3,936,1,5,10625,5,932,3,1,0,210,154,1,250000
8,2007,2007,1571,1571,1571,2,7,3,722,1,5,10991,5,0,3,1,0,36,100,0,239000
